HJU209G;70803620170;8;28.04.2017;13:00
HAG402G;04520920170;8;28.04.2017;13:00
HAG206G;70387220170;8;28.04.2017;13:00
LOG211F;03044920170;8;28.04.2017;13:00
STJ201G;10090220170;8;28.04.2017;13:00
VID603G;04432220170;8;28.04.2017;13:00
MAN019F;10573220170;8;28.04.2017;13:00
MAN433G;70694720170;8;28.04.2017;13:00
FRG202G;10060120170;8;28.04.2017;13:00
LEI601G;02083020170;8;28.04.2017;13:00
NAR608M;70514620170;8;28.04.2017;13:00
ENS202G;05151220170;8;28.04.2017;13:00
GSS202M;70818520170;8;28.04.2017;13:00
UMS101F;10533220170;8;28.04.2017;13:00
LSS202G;70251620170;8;28.04.2017;13:00
STA203G;09102520170;8;28.04.2017;13:00
JED201G;09242120170;8;28.04.2017;13:00
LAN604M;09635320170;8;28.04.2017;13:00
KYN415G;10150720170;9;02.05.2017;09:00
VID622G;70776120170;9;02.05.2017;09:00
VID211F;04073420170;9;02.05.2017;09:00
KVI201G;05060220170;9;02.05.2017;09:00
JAP404G;05772520170;9;02.05.2017;09:00
KIN409G;70423720170;9;02.05.2017;09:00
SPA205G;05290920170;9;02.05.2017;09:00
TYS201G;05750720170;9;02.05.2017;09:00
GSS471G;70849820170;9;02.05.2017;09:00
LEF617M;70611620170;9;02.05.2017;09:00
EDL205G;09212820170;9;02.05.2017;09:00
STA402M;09121520170;9;02.05.2017;09:00
EDL402G;09214920170;9;02.05.2017;09:00
BYG201G;08111220170;9;02.05.2017;09:00
IDN603G;08216920170;9;02.05.2017;09:00
LIF214G;09513420170;9;02.05.2017;09:00
LIF614M;09517920170;9;02.05.2017;09:00
LAN205G;70620220170;9;02.05.2017;09:00
HJU213G;70806220170;9;02.05.2017;09:00
TAN308G;07063620170;9;02.05.2017;09:00
TAN103G;07021620170;9;02.05.2017;09:00
TAN522G;07106620170;9;02.05.2017;09:00
LOG228F;03043620170;9;02.05.2017;09:00
LOG605G;03032620170;9;02.05.2017;09:00
ITH411G;70790620170;9;02.05.2017;09:00
KEN003G;70869620170;9;02.05.2017;09:00
GSS207F;70530920170;9;02.05.2017;09:00
HAG211F;04075520170;10;02.05.2017;13:00
VID201G;04410720170;10;02.05.2017;13:00
FEL204G;10046020170;10;02.05.2017;13:00
LAK226G;02011120170;10;02.05.2017;13:00
SAL202G;10020720170;10;02.05.2017;13:00
HSP808F;70257120170;10;02.05.2017;13:00
MIS204F;70055520170;10;02.05.2017;13:00
TAK202G;05100520170;10;02.05.2017;13:00
HSP202G;05352120170;10;02.05.2017;13:00
TYS408G;05751920170;10;02.05.2017;13:00
UMS201F;10530220170;10;02.05.2017;13:00
EFN404G;09314220170;10;02.05.2017;13:00
VEL601G;08214320170;10;02.05.2017;13:00
TOL401G;08714520170;10;02.05.2017;13:00
REI202M;08726820170;10;02.05.2017;13:00
LIF620M;09519120170;10;02.05.2017;13:00
RAF601G;08311620170;10;02.05.2017;13:00
RAF401G;08310220170;10;02.05.2017;13:00
HJU409G;70853920170;10;02.05.2017;13:00
HAG618M;04530820170;11;03.05.2017;09:00
HAG201G;04410820170;11;03.05.2017;09:00
SAL605G;10021720170;11;03.05.2017;09:00
GFR326G;70634120170;11;03.05.2017;09:00
ISE405G;05501720170;11;03.05.2017;09:00
RUS204G;05280320170;11;03.05.2017;09:00
ENS451G;70184420170;11;03.05.2017;09:00
TOL203G;08712920170;11;03.05.2017;09:00
LIF401G;09513620170;11;03.05.2017;09:00
GSS091G;70796720170;11;03.05.2017;09:00
HJU702G;11141220170;11;03.05.2017;09:00
TAN412G;07085120170;11;03.05.2017;09:00
HJU701G;11132220170;11;03.05.2017;09:00
LOG405G;70764120170;11;03.05.2017;09:00
GSS090G;70796620170;11;03.05.2017;09:00
STJ202G;10090420170;12;03.05.2017;13:00
HAG403G;04530620170;12;03.05.2017;13:00
LAK213G;02010620170;12;03.05.2017;13:00
LEI203G;02081820170;12;03.05.2017;13:00
SAL414G;10020220170;12;03.05.2017;13:00
ISE201G;05500920170;12;03.05.2017;13:00
FRA429M;70126320170;12;03.05.2017;13:00
ITA248G;70864820170;12;03.05.2017;13:00
EFN202G;09312120170;12;03.05.2017;13:00
BYG201M;08122320170;12;03.05.2017;13:00
VEL202G;08211120170;12;03.05.2017;13:00
LOG234F;03151920170;12;03.05.2017;13:00
VID205G;04430420170;13;04.05.2017;09:00
LYF403G;70017220170;13;04.05.2017;09:00
LEI301G;02082120170;13;04.05.2017;09:00
TAL204F;70356720170;13;04.05.2017;09:00
SJU407G;70735020170;13;04.05.2017;09:00
SAL201G;10020120170;13;04.05.2017;09:00
SAG431G;70846220170;13;04.05.2017;09:00
ENS205G;05151620170;13;04.05.2017;09:00
LAT202G;05270820170;13;04.05.2017;09:00
FRA214G;70852420170;13;04.05.2017;09:00
TOV602M;70009020170;13;04.05.2017;09:00
EDL203G;09212320170;13;04.05.2017;09:00
LEF616M;70605920170;13;04.05.2017;09:00
BYG603G;08114520170;13;04.05.2017;09:00
IDN402G;08213520170;13;04.05.2017;09:00
JAR212G;70769720170;13;04.05.2017;09:00
JAR611G;09682320170;13;04.05.2017;09:00
RAF403G;08311220170;13;04.05.2017;09:00
HJU320F;70050720170;13;04.05.2017;09:00
LOG274F;70762920170;13;04.05.2017;09:00
ITH030G;70045920170;13;04.05.2017;09:00
FRG205G;10063420170;14;04.05.2017;13:00
STA405G;09104320170;14;04.05.2017;13:00
LAN209F;70620520170;14;04.05.2017;13:00
LAN410G;09643320170;14;04.05.2017;13:00
HAG207F;04062120170;15;05.05.2017;09:00
HAG401G;04520620170;15;05.05.2017;09:00
KYN211F;10150220170;15;05.05.2017;09:00
KYN202G;70705220170;15;05.05.2017;09:00
VID604G;04432520170;15;05.05.2017;09:00
VID214F;04073820170;15;05.05.2017;09:00
FEL419G;10043220170;15;05.05.2017;09:00
GSL601G;02063320170;15;05.05.2017;09:00
MAT401G;09814420170;15;05.05.2017;09:00
ISE009G;05506520170;15;05.05.2017;09:00
ISE404G;05501420170;15;05.05.2017;09:00
SAN206G;05701620170;15;05.05.2017;09:00
SPA405M;70622620170;15;05.05.2017;09:00
ITA246G;70624820170;15;05.05.2017;09:00
TOV201G;08312520170;15;05.05.2017;09:00
EFN410G;70435120170;15;05.05.2017;09:00
JAR416G;09606420170;15;05.05.2017;09:00
FER213F;70878720170;15;05.05.2017;09:00
FER613G;09642020170;15;05.05.2017;09:00
HJU604G;11134220170;15;05.05.2017;09:00
TAN618G;07127620170;15;05.05.2017;09:00
TAN310G;07063820170;15;05.05.2017;09:00
HJU210G;70803720170;15;05.05.2017;09:00
LOG206F;03042520170;15;05.05.2017;09:00
LOG244F;70072320170;16;05.05.2017;13:00
HAG203G;04510820170;16;05.05.2017;13:00
KYN201G;70059520170;16;05.05.2017;13:00
VID405G;04420520170;16;05.05.2017;13:00
TJO610M;70768020170;16;05.05.2017;13:00
TAN206G;07042520170;16;05.05.2017;13:00
SAG201G;05601720170;16;05.05.2017;13:00
ISL209G;70616520170;16;05.05.2017;13:00
JAP204G;05771220170;16;05.05.2017;13:00
TYS202G;05751120170;16;05.05.2017;13:00
ITH215G;70728820170;16;05.05.2017;13:00
TOS207G;52000420170;16;05.05.2017;13:00
EFN208G;70370820170;16;05.05.2017;13:00
STA207G;09102020170;16;05.05.2017;13:00
UMV601M;70605820170;16;05.05.2017;13:00
EVF602M;70747420170;16;05.05.2017;13:00
REI401M;70881020170;16;05.05.2017;13:00
FER208G;70620320170;16;05.05.2017;13:00
LIF201G;09514520170;16;05.05.2017;13:00
HJU411G;70854120170;16;05.05.2017;13:00
GSS082G;70795020170;16;05.05.2017;13:00
OSS204F;10590220170;17;08.05.2017;09:00
HAG202G;04420120170;17;08.05.2017;09:00
HAG605G;04530220170;17;08.05.2017;09:00
FEL312G;10042420170;17;08.05.2017;09:00
VID219F;04076620170;17;08.05.2017;09:00
LEI304G;02083520170;17;08.05.2017;09:00
SAL629G;70845420170;17;08.05.2017;09:00
DAN206G;05713120170;17;08.05.2017;09:00
JAP403G;05772020170;17;08.05.2017;09:00
SPA267G;70838220170;17;08.05.2017;09:00
FRA205G;05250420170;17;08.05.2017;09:00
GSS461G;70538020170;17;08.05.2017;09:00
STA205G;09102120170;17;08.05.2017;09:00
EDL403G;09214520170;17;08.05.2017;09:00
TOL203F;08731120170;17;08.05.2017;09:00
REI201G;08712620170;17;08.05.2017;09:00
LOG201G;03011420170;17;08.05.2017;09:00
LAK207F;02014420170;17;08.05.2017;09:00
TAN010G;70144420170;17;08.05.2017;09:00
GSS097M;70827620170;17;08.05.2017;09:00
VID212F;04073620170;18;08.05.2017;13:00
VID402G;04430220170;18;08.05.2017;13:00
TJO437G;70768620170;18;08.05.2017;13:00
FRG204G;10061320170;18;08.05.2017;13:00
LAK408G;70374620170;18;08.05.2017;13:00
GSL204G;02061920170;18;08.05.2017;13:00
ABF210G;05000320170;18;08.05.2017;13:00
ISE403G;05501620170;18;08.05.2017;13:00
KIN202G;05775520170;18;08.05.2017;13:00
LSS305G;50004120170;18;08.05.2017;13:00
LSS002F;70242920170;18;08.05.2017;13:00
STA209G;09107620170;18;08.05.2017;13:00
IDN403G;08214520170;18;08.05.2017;13:00
TOL403G;08716220170;18;08.05.2017;13:00
LAN203G;09632120170;18;08.05.2017;13:00
LIF615M;09518120170;18;08.05.2017;13:00
LEI202G;02081920170;19;09.05.2017;09:00
SAL203G;10026120170;19;09.05.2017;09:00
KVI401G;70517320170;19;09.05.2017;09:00
ENS608M;70847920170;19;09.05.2017;09:00
FER609G;70621320170;19;09.05.2017;09:00
LOG604G;03032520170;19;09.05.2017;09:00
HJU214G;70806320170;19;09.05.2017;09:00
VID263G;70836820170;20;09.05.2017;13:00
HAG606G;04530520170;20;09.05.2017;13:00
HAG617M;70873020170;20;09.05.2017;13:00
LEI603G;02083620170;20;09.05.2017;13:00
SAL627G;70742020170;20;09.05.2017;13:00
JAP202G;05771020170;20;09.05.2017;13:00
GRI250G;70826820170;20;09.05.2017;13:00
TYS203G;05751220170;20;09.05.2017;13:00
GFR415M;01540020170;20;09.05.2017;13:00
